9.166568, 2.428884, -2.515393, 0.447099, 0.663319, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.495481, 2.870338, -2.515393, 0.447099, 0.673963, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.495481, 2.870338, -19.993391, 0.031478, 0.673963, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.166568, 2.428884, -2.515393, 0.447099, 0.663319, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.495481, 2.870338, -19.993391, 0.031478, 0.673963, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.166568, 2.428884, -19.993391, 0.031478, 0.663319, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.166568, 2.428884, -19.993391, 0.63894, 0.400464, -0.0, -0.0, -1.0, -1.0, 0.0, 0.0, 
9.495481, 2.870338, -19.993391, 0.631118, 0.410962, -0.0, -0.0, -1.0, -1.0, 0.0, 0.0, 
20.018929, 2.870338, -19.993391, 0.380874, 0.410962, -0.0, -0.0, -1.0, -1.0, 0.0, 0.0, 
9.166568, 2.428884, -19.993391, 0.63894, 0.400464, -0.0, -0.0, -1.0, -1.0, 0.0, 0.0, 
20.018929, 2.870338, -19.993391, 0.380874, 0.410962, -0.0, -0.0, -1.0, -1.0, 0.0, 0.0, 
20.018929, 2.428884, -19.993391, 0.380874, 0.400464, -0.0, -0.0, -1.0, -1.0, 0.0, 0.0, 
20.018929, 2.437389, -0.305302, 0.514174, 0.527188, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.870338, -0.305302, 0.514174, 0.537484, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.870338, 19.993391, 0.031478, 0.537484, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.437389, -0.305302, 0.514174, 0.527188, 1.0, -0.0, -0.0, -0.0, 5.245624897183807e-07, -0.9999999999998624, 
20.018929, 2.870338, 19.993391, 0.031478, 0.537484, 1.0, -0.0, -0.0, -0.0, 5.245624897183807e-07, -0.9999999999998624, 
20.018929, 2.428884, 19.993391, 0.031478, 0.526986, 1.0, -0.0, -0.0, -0.0, 5.245624897183807e-07, -0.9999999999998624, 
20.018929, 2.428884, 19.993391, 0.331746, 0.400464, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 
20.018929, 2.870338, 19.993391, 0.331746, 0.410962, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 
9.495481, 2.870338, 19.993391, 0.081502, 0.410962, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 
20.018929, 2.428884, 19.993391, 0.331746, 0.400464, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 
9.495481, 2.870338, 19.993391, 0.081502, 0.410962, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 
9.166568, 2.428884, 19.993391, 0.073681, 0.400464, -0.0, -0.0, 1.0, 1.0, 0.0, 0.0, 
20.018929, 2.428884, -19.993391, 0.98235, 0.526986, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.870338, -19.993391, 0.98235, 0.537484, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.870338, -2.515393, 0.566729, 0.537484, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.428884, -19.993391, 0.98235, 0.526986, 1.0, -0.0, -0.0, 0.0, -6.211716928511587e-07, -0.999999999999807, 
20.018929, 2.870338, -2.515393, 0.566729, 0.537484, 1.0, -0.0, -0.0, 0.0, -6.211716928511587e-07, -0.999999999999807, 
20.018929, 2.437389, -2.515393, 0.566729, 0.527188, 1.0, -0.0, -0.0, 0.0, -6.211716928511587e-07, -0.999999999999807, 
9.166568, 2.428884, 19.993391, 0.98235, 0.663319, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.495481, 2.870338, 19.993391, 0.98235, 0.673963, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.495481, 2.870338, -0.305302, 0.499654, 0.673963, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.166568, 2.428884, 19.993391, 0.98235, 0.663319, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.495481, 2.870338, -0.305302, 0.499654, 0.673963, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
9.166568, 2.428884, -0.305302, 0.499654, 0.663319, -0.8019, 0.5975, -0.0, 0.0, 0.0, 1.0, 
20.018929, 0.046914, -2.515393, 0.566729, 0.470344, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.437389, -2.515393, 0.566729, 0.527188, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.437389, -0.305302, 0.514174, 0.527188, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 0.046914, -2.515393, 0.566729, 0.470344, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 2.437389, -0.305302, 0.514174, 0.527188, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
20.018929, 0.046914, -0.305302, 0.514174, 0.470344, 1.0, -0.0, -0.0, 0.0, 0.0, -1.0, 
