0.187254, 0.121758, 0.079342, 0.240618, 0.880635, 0.4814, 0.6071, 0.6322, 1.0, 1.0, 1.0, 
0.105562, 0.17752, 0.071162, 0.287114, 0.873356, 0.4814, 0.6071, 0.6322, 1.0, 1.0, 1.0, 
0.068414, 0.157614, 0.1354, 0.287982, 0.907925, 0.4814, 0.6071, 0.6322, 1.0, 1.0, 1.0, 
0.187254, 0.121758, 0.079342, 0.240618, 0.880635, 0.4814, 0.6071, 0.6322, 1.0, 1.0, 1.0, 
0.068414, 0.157614, 0.1354, 0.287982, 0.907925, 0.4814, 0.6071, 0.6322, 1.0, 1.0, 1.0, 
0.097126, 0.096249, 0.155632, 0.25169, 0.920773, 0.4814, 0.6071, 0.6322, 1.0, 1.0, 1.0, 
-0.051505, -0.200166, 0.095757, 0.721812, 0.190425, 0.4382, -0.7542, 0.489, 1.0, 1.0, 1.0, 
0.103807, -0.119794, 0.072299, 0.701052, 0.10034, 0.4382, -0.7542, 0.489, 1.0, 1.0, 1.0, 
0.066727, -0.104764, 0.136955, 0.734284, 0.105637, 0.4382, -0.7542, 0.489, 1.0, 1.0, 1.0, 
-0.051505, -0.200166, 0.095757, 0.721812, 0.190425, 0.4382, -0.7542, 0.489, 1.0, 1.0, 1.0, 
0.066727, -0.104764, 0.136955, 0.734284, 0.105637, 0.4382, -0.7542, 0.489, 1.0, 1.0, 1.0, 
-0.081374, -0.160222, 0.175877, 0.760868, 0.182847, 0.4382, -0.7542, 0.489, 1.0, 1.0, 1.0, 
-0.279106, 0.226864, 0.097019, 0.619801, 0.577211, -0.2147, 0.8208, 0.5293, 1.0, 1.0, 1.0, 
-0.411207, 0.197296, 0.094614, 0.620967, 0.650807, -0.2147, 0.8208, 0.5293, 1.0, 1.0, 1.0, 
-0.360277, 0.169913, 0.152405, 0.589136, 0.625799, -0.2147, 0.8208, 0.5293, 1.0, 1.0, 1.0, 
-0.279106, 0.226864, 0.097019, 0.619801, 0.577211, -0.2147, 0.8208, 0.5293, 1.0, 1.0, 1.0, 
-0.360277, 0.169913, 0.152405, 0.589136, 0.625799, -0.2147, 0.8208, 0.5293, 1.0, 1.0, 1.0, 
-0.26726, 0.179526, 0.180554, 0.57379, 0.574946, -0.2147, 0.8208, 0.5293, 1.0, 1.0, 1.0, 
0.105562, 0.17752, 0.071162, 0.632838, 0.374759, 0.2961, 0.8098, 0.5065, 1.0, 1.0, 1.0, 
